end,item1,item2,item3,item4,lvl,name,server,sex,special_features1,special_features2,special_features3,special_features4,special_features5,start,status_auction,tc,vocation
"Aug 27 2020, 10:00 CEST","""a rope""","""leather boots""","""a light shovel""","""a beach backpack""",66,Wonen Scofield,Lobera,Male,6 Achievement Points,2 Quests completed,93 Shielding (Loyalty bonus not included),77 Axe Fighting (Loyalty bonus not included),99 Sword Fighting (Loyalty bonus not included),"Aug 26 2020, 10:10 CEST",Sold,301,Knight
"Aug 27 2020, 10:00 CEST","""a jester hat""","""a jester staff""","""a replica of the sceptre""","""a teleportation rod""",207,Mallaveryx,Serdebra,Male,"Achievement ""Marid Ally"" accomplished","Achievement ""Annihilator"" accomplished","Achievement ""Master of the Nexus"" accomplished","Achievement ""Ruthless"" accomplished","Achievement ""Honorary Gnome"" accomplished","Aug 26 2020, 10:10 CEST",Sold,1501,Master Sorcerer
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",249,Czarny Misiek,Secura,Male,249 Level,28 Magic Level (Loyalty bonus not included),108 Distance Fighting (Loyalty bonus not included),Unlocked Powerful Imbuements: 9,"Total Charm Points 1623, Unused Charm Points: 223","Aug 26 2020, 10:08 CEST",Sold,2529,Royal Paladin
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",351,Achillys,Bona,Male,1x a ferumbras exercise dummy (Store Item),Character World Transfer available,Store Outfits: 1,Store Decoration Items: 1,Unlocked Powerful Imbuements: 3,"Aug 26 2020, 10:05 CEST",Sold,4200,Elite Knight
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",181,Archer of Fear,Antica,Male,103 Distance Fighting (Loyalty bonus not included),181 Level,90 Shielding (Loyalty bonus not included),,,"Aug 26 2020, 10:08 CEST",Sold,1751,Royal Paladin
"Aug 27 2020, 10:00 CEST","""a robe of the underworld""","""grasshopper legs""","""a crest of the deep seas""","6x ""a silver token""",254,Czlowiek Souleater,Vunira,Male,85 Magic Level (Loyalty bonus not included),Character World Transfer available,5 Quests completed,"Achievement ""Rathleton Squire"" accomplished","Achievement ""Millennial Falcon"" accomplished","Aug 26 2020, 10:07 CEST",Sold,3301,Sorcerer
"Aug 27 2020, 10:00 CEST","""a platinum amulet""","""a hat of the mad""","""a focus cape""","""a sun catcher""",8,Mago Chapolin,Xandebra,Male,548x a mana potion (Store Item),"Achievement ""Natural Born Cowboy"" accomplished","24826 Gold total in bank, inventory and depot",Daily Reward Streak: 88/7,54 Magic Level (Loyalty bonus not included),"Aug 26 2020, 10:08 CEST",Sold,100,Druid
"Aug 27 2020, 10:00 CEST","""a crystal key""","""an obsidian knife""","""a wand of starstorm""","""a wand of draconia""",163,Anguiitinha,Nefera,Female,72 Magic Level (Loyalty bonus not included),163 Level,Character World Transfer available,"Achievement ""Rathleton Inhabitant"" accomplished",Store Outfits: 1,"Aug 26 2020, 10:08 CEST",Not Sold,900,Sorcerer
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",358,Malvadao Tank,Quelibra,Male,358 Level,"Total Charm Points 1175, Unused Charm Points: 575",106 Sword Fighting (Loyalty bonus not included),159 Achievement Points,,"Aug 26 2020, 10:11 CEST",Sold,4201,Knight
"Aug 27 2020, 10:00 CEST","""boots of haste""","2x ""a prismatic armor""","""prismatic legs""","""a rift bow""",357,Daxus,Kenora,Male,344 Achievement Points,"Achievement ""Millennial Falcon"" accomplished",118 Distance Fighting (Loyalty bonus not included),"Achievement ""A Study in Scarlett"" accomplished","Total Charm Points 4047, Unused Charm Points: 247","Aug 26 2020, 10:05 CEST",Sold,8311,Royal Paladin
"Aug 27 2020, 10:00 CEST","""dwarven legs""","""a prismatic helmet""","""a prismatic armor""","""a prismatic shield""",204,Gohan Soiel,Secura,Male,Store Outfits: 1,103 Sword Fighting (Loyalty bonus not included),204 Level,"Achievement ""Master of the Nexus"" accomplished",,"Aug 26 2020, 10:08 CEST",Sold,1926,Knight
"Aug 27 2020, 10:00 CEST","""a stone skin amulet""","""a spike sword""","""a star ring""","""(no item for display selected)""",101,Yebakovsky,Peloria,Male,,,,,,"Aug 26 2020, 10:06 CEST",Sold,700,Royal Paladin
"Aug 27 2020, 10:00 CEST","300x ""an icicle rune""","""a focus cape""","""a spellbook of enlightenment""","""a dream blossom staff""",115,Kwasny Druid,Xylona,Male,115 Level,72 Magic Level (Loyalty bonus not included),30 Shielding (Loyalty bonus not included),"Total Charm Points 105, Unused Charm Points: 105",Unused Task Tokens: 32,"Aug 26 2020, 10:06 CEST",Sold,500,Elder Druid
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",265,An Unlikely Name,Belluma,Male,,,,,,"Aug 26 2020, 10:05 CEST",Sold,3556,Master Sorcerer
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",242,Meliodas Trembolizado,Macabra,Female,,,,,,"Aug 26 2020, 10:08 CEST",Not Sold,3300,Elder Druid
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",136,King Lupol,Solidera,Male,86 Axe Fighting (Loyalty bonus not included),Character World Transfer available,100 Club Fighting (Loyalty bonus not included),95 Sword Fighting (Loyalty bonus not included),100 Shielding (Loyalty bonus not included),"Aug 26 2020, 10:07 CEST",Sold,701,Elite Knight
"Aug 27 2020, 10:00 CEST","3x ""a giant shimmering pearl""","""a backpack of holding""","""(no item for display selected)""","""(no item for display selected)""",268,Quinra,Astera,Male,,,,,,"Aug 26 2020, 10:05 CEST",Not Sold,2500,Elite Knight
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",101,Flarkexz,Lutabra,Male,101 Level,69 Magic Level (Loyalty bonus not included),Monsters in Bestiary completed: 10,,,"Aug 26 2020, 10:08 CEST",Sold,501,Master Sorcerer
"Aug 27 2020, 10:00 CEST","""a backpack of holding""","""a demon helmet""","""a pair of soft boots""","""a squeezing gear of girlpower""",61,Dark Villani,Honbra,Male,400x an ultimate mana potion (Store Item),"Blessings active: 5/7, Twist of Fate active: yes",Character World Transfer available,61 Level,67 Magic Level (Loyalty bonus not included),"Aug 26 2020, 10:07 CEST",Sold,500,Sorcerer
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",141,Compassion Druid,Impera,Male,141 Level,74 Magic Level (Loyalty bonus not included),49 Achievement Points,Store Mounts: 1,,"Aug 26 2020, 10:07 CEST",Sold,1100,Elder Druid
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",127,Skos od Tragedii,Xylona,Male,"222520 Gold total in bank, inventory and depot",78 Magic Level (Loyalty bonus not included),"Achievement ""Marid Ally"" accomplished",11 Achievement Points,,"Aug 26 2020, 10:06 CEST",Sold,502,Master Sorcerer
"Aug 27 2020, 10:00 CEST","595x ""a strong mana potion""","""boots of haste""","""a divine plate""","""a rift bow""",243,King Caro,Inabra,Male,266x an ultimate spirit potion (Store Item),114 Distance Fighting (Loyalty bonus not included),101 Shielding (Loyalty bonus not included),"Blessings active: 7/7, Twist of Fate active: yes",27 Magic Level (Loyalty bonus not included),"Aug 26 2020, 10:10 CEST",Sold,3001,Royal Paladin
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",195,Virgulino Trapaceiro,Nefera,Male,,,,,,"Aug 26 2020, 10:08 CEST",Sold,1311,Master Sorcerer
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",154,Sangue Do Ouro,Secura,Male,,,,,,"Aug 26 2020, 10:08 CEST",Sold,1606,Royal Paladin
"Aug 27 2020, 10:00 CEST","""boots of haste""","""a royal helmet""","""a paladin armor""","""a yalahari leg piece""",103,Danzorr,Zunera,Male,28 Achievement Points,,,,,"Aug 26 2020, 10:07 CEST",Sold,1301,Paladin
"Aug 27 2020, 10:00 CEST","9,059x ""an avalanche rune""","""an earthsoul tabard""","""dark whispers""","""winged boots""",352,Esgoto de Oramond,Luminera,Male,2648x an ultimate spirit potion (Store Item),"Total Charm Points 3104, Unused Charm Points: 4",120 Distance Fighting (Loyalty bonus not included),16 Quests completed,Unused Task Tokens: 911,"Aug 26 2020, 10:06 CEST",Sold,7001,Royal Paladin
"Aug 27 2020, 10:00 CEST","""boots of haste""","""a demon shield""","""a paladin armor""","""Zaoan legs""",24,Fairy in Death,Kenora,Female,"Blessings active: 5/7, Twist of Fate active: yes","105886 Gold total in bank, inventory and depot",120 Distance Fighting (Loyalty bonus not included),110 Shielding (Loyalty bonus not included),1 Achievement Points,"Aug 26 2020, 10:05 CEST",Sold,7501,Paladin
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",173,Irriducibili,Tortura,Male,,,,,,"Aug 26 2020, 10:05 CEST",Not Sold,2000,Elite Knight
"Aug 27 2020, 10:00 CEST","""a backpack of holding""","""a whacking driller of fate""","""a sedge hat""","""an old cape""",217,Nathlena,Quintera,Female,Character World Transfer available,78 Magic Level (Loyalty bonus not included),69 Achievement Points,,,"Aug 26 2020, 10:07 CEST",Sold,2003,Elder Druid
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",169,Elite Teixeira,Solidera,Male,,,,,,"Aug 26 2020, 10:08 CEST",Sold,1004,Knight
"Aug 27 2020, 10:00 CEST","""a warrior helmet""","""a crown armor""","""a crown shield""","""a warrior's axe""",50,Etos Boys,Impera,Male,360x a mana potion (Store Item),104 Axe Fighting (Loyalty bonus not included),96 Shielding (Loyalty bonus not included),50 Level,"Blessings active: 7/7, Twist of Fate active: yes","Aug 26 2020, 10:07 CEST",Sold,801,Elite Knight
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",364,Ermaczz,Inabra,Male,Store Outfits: 1,"Blessings active: 7/7, Twist of Fate active: yes",94 Magic Level (Loyalty bonus not included),167 Achievement Points,Character World Transfer available,"Aug 26 2020, 10:10 CEST",Sold,5001,Sorcerer
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",162,Magemartiinez,Estela,Male,70 Magic Level (Loyalty bonus not included),162 Level,"Total Charm Points 236, Unused Charm Points: 236",,,"Aug 26 2020, 10:06 CEST",Sold,926,Sorcerer
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",136,Zoldyck Dragneel,Libertabra,Male,,,,,,"Aug 26 2020, 10:10 CEST",Not Sold,4000,Master Sorcerer
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",110,Bonfimc,Inabra,Male,"Total Charm Points 215, Unused Charm Points: 215",70 Magic Level (Loyalty bonus not included),47 Achievement Points,,,"Aug 26 2020, 10:08 CEST",Sold,452,Master Sorcerer
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",171,Older Epstein,Lutabra,Male,"Total Charm Points 575, Unused Charm Points: 575",171 Level,75 Magic Level (Loyalty bonus not included),,,"Aug 26 2020, 10:10 CEST",Sold,1101,Druid
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",55,Cavalo De Throiaa,Xandebra,Male,,,,,,"Aug 26 2020, 10:08 CEST",Sold,500,Druid
"Aug 27 2020, 10:00 CEST","""a mastermind shield""","""draken boots""","""Zaoan legs""","""a prismatic armor""",120,Criador de Lhama,Antica,Male,1490x a supreme health potion (Store Item),"Total Charm Points 667, Unused Charm Points: 67","Blessings active: 7/7, Twist of Fate active: yes","Achievement ""Marid Ally"" accomplished",108 Sword Fighting (Loyalty bonus not included),"Aug 26 2020, 10:08 CEST",Sold,1751,Elite Knight
"Aug 27 2020, 10:00 CEST","""a life crystal""","4x ""a half-eaten brain""","""an ornate shield""","""a prismatic ring""",155,Dartar Sylamin,Nefera,Male,Character World Transfer available,89 Club Fighting (Loyalty bonus not included),Daily Reward Streak: 7/7,83 Shielding (Loyalty bonus not included),155 Level,"Aug 26 2020, 10:08 CEST",Sold,801,Elite Knight
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",117,Lord Bunitinhu,Nefera,Male,Character World Transfer available,117 Level,19 Magic Level (Loyalty bonus not included),112 Distance Fighting (Loyalty bonus not included),34 Achievement Points,"Aug 26 2020, 10:08 CEST",Not Sold,1500,Royal Paladin
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",219,Luciros Drakengard,Estela,Male,"Blessings active: 7/7, Twist of Fate active: yes",Character World Transfer available,79 Magic Level (Loyalty bonus not included),219 Level,Store Outfits: 1,"Aug 26 2020, 10:06 CEST",Sold,1851,Master Sorcerer
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",116,Jazihandra,Estela,Male,"Blessings active: 5/7, Twist of Fate active: yes",Character World Transfer available,,,,"Aug 26 2020, 10:06 CEST",Sold,601,Elder Druid
"Aug 27 2020, 10:00 CEST","""a divine plate""","""a yalahari leg piece""","""firewalker boots""","""a rift crossbow""",247,Alee Sayu,Pacera,Female,1109x an ultimate spirit potion (Store Item),Character World Transfer available,113 Distance Fighting (Loyalty bonus not included),Unlocked Powerful Imbuements: 9,27 Magic Level (Loyalty bonus not included),"Aug 26 2020, 10:06 CEST",Sold,2801,Royal Paladin
"Aug 27 2020, 10:00 CEST","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""","""(no item for display selected)""",97,Otto Halliwell,Assombra,Male,,,,,,"Aug 26 2020, 10:07 CEST",Sold,901,Elder Druid
